url,code,name,total_language_data_available,total_students,JK_GR3,GR4_GR6,GR7_GR8,female,male,primary_not_english,living_in_canada_less_than_2_years,living_in_canada_for_3_5_years
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5311,5311,Swansea Junior and Senior Public School,978,979,509,275,195,488,487,410,40,56
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4734,4734,Tam O'Shanter Junior Public School,295,295,168,127,,140,155,234,33,63
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4756,4756,Taylor Creek Public School,395,395,203,120,72,180,215,231,13,23
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4735,4735,Tecumseh Senior Public School,310,310,,,,155,155,206,10,21
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4786,4786,Terraview-Willowfield Public School,293,293,141,93,59,132,161,172,7,26
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4733,4733,Terry Fox Public School,366,366,165,111,90,168,198,330,25,24
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=2051,2051,The Elms Junior Middle School,442,443,150,143,150,204,239,240,18,28
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5904,5904,The Grove Community School,116,116,72,44,,45,67,19,0,0
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5288,5288,The Waterfront School,215,215,106,62,47,110,105,119,27,23
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4799,4799,Thomas L Wells Public School,558,558,261,164,133,283,275,441,10,23
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=1184,1184,Thorncliffe Park Public School,1278,1278,769,,,611,667,1209,129,164
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3266,3266,Three Valleys Public School,248,248,166,,,130,118,115,10,20
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4740,4740,Timberbank Junior Public School,235,235,152,83,,118,117,192,12,26
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4742,4742,Tom Longboat Junior Public School,202,202,139,63,,103,99,155,2,25
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3267,3267,Topcliff Public School,281,281,213,,,141,140,118,9,14
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4780,4780,Tredway Woodsworth Public School,755,755,245,168,342,389,366,435,28,53
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3270,3270,Tumpane Public School,343,343,242,,,177,166,144,17,22
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=2074,2074,Twentieth Street Junior School,168,169,138,,,71,98,69,10,16
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=1585,1585,Valley Park Middle School,972,974,,,,465,509,906,100,88
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=2054,2054,Valleyfield Junior School,286,286,186,100,,142,144,163,9,22
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=1187,1187,Victoria Park Elementary School,152,152,85,,,67,85,62,1,8
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3274,3274,Victoria Village Public School,287,287,206,,,143,144,192,23,30
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4744,4744,Vradenburg Junior Public School,255,255,173,82,,129,126,172,8,25
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4750,4750,Walter Perry Junior Public School,322,322,200,122,,156,166,198,12,28
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=6185,6185,Warren Park Junior Public School,182,182,131,51,,88,94,62,4,6
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=2025,2025,Wedgewood Junior School,507,507,392,,,260,247,297,42,45
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=2026,2026,Wellesworth Junior School,154,154,108,,,71,83,81,6,10
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=2028,2028,West Glen Junior School,150,150,111,,,74,76,78,13,14
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4762,4762,West Hill Public School,218,218,115,66,37,111,107,99,21,11
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=2044,2044,West Humber Junior Middle School,413,413,148,122,143,199,212,257,29,31
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5338,5338,West Preparatory Junior Public School,525,525,337,188,,252,273,314,34,60
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4764,4764,West Rouge Junior Public School,275,276,181,95,,119,157,90,4,4
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=2050,2050,Westmount Junior School,239,239,187,,,115,124,124,10,14
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=6191,6191,Weston Memorial Junior Public School,241,241,195,,,122,119,83,8,15
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=2037,2037,Westway Junior School,173,173,124,,,83,90,108,5,13
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=1593,1593,Westwood Middle School,322,322,,,,138,184,134,5,16
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4768,4768,Wexford Public School,319,319,176,87,56,152,167,184,23,43
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4795,4795,White Haven Public School,467,467,225,147,95,227,240,351,21,37
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5307,5307,Whitney Junior Public School,421,421,280,141,,205,216,162,59,48
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5282,5282,Wilkinson Junior Public School,455,455,231,224,,225,229,150,4,6
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=1196,1196,William Burgess Elementary School,324,324,241,,,143,181,130,18,13
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4770,4770,William G Davis Junior Public School,286,286,174,112,,137,149,124,5,13
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4774,4774,William G Miller Public School,459,459,253,110,96,239,220,173,2,16
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5314,5314,William J McCordic School,77,78,13,10,55,25,53,41,0,2
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5283,5283,Williamson Road Junior Public School,520,520,317,203,,267,252,88,8,19
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4792,4792,Willow Park Junior Public School,368,370,261,109,,176,194,178,15,31
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3288,3288,Willowdale Middle School,530,530,,,,264,265,361,40,48
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3064,3064,Wilmington Elementary School,231,231,,,,108,123,124,23,14
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5284,5284,Winchester Junior and Senior Public School,451,451,,87,189,246,201,249,18,26
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3342,3342,Windfields Middle School,577,578,,,,299,277,347,17,32
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5286,5286,Winona Drive Senior Public School,360,360,,,,174,181,112,3,9
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5285,5285,Withrow Avenue Junior Public School,522,522,326,196,,246,276,146,8,12
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4798,4798,Woburn Junior Public School,371,371,221,150,,185,186,309,17,57
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3345,3345,Woodbine Middle School,447,447,,,,218,229,368,80,106
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3294,3294,Yorkview Public School,376,376,278,,,194,182,251,25,41
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3296,3296,Yorkwoods Public School,270,270,197,,,132,138,111,4,19
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3348,3348,Zion Heights Middle School,484,484,,,,220,263,366,18,21
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=2010,2010,Étienne Brûlé Junior School,262,262,196,,,125,137,175,40,43
