url,code,name,total_language_data_available,total_students,JK_GR3,GR4_GR6,GR7_GR8,female,male,primary_not_english,living_in_canada_less_than_2_years,living_in_canada_for_3_5_years
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5306,5306,Adam Beck Junior Public School,478,478,311,167,,249,229,84,3,9
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3949,3949,Africentric Alternative School,57,57,30,17,10,23,34,0,0,1
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4312,4312,Agincourt Junior Public School,194,194,99,95,,98,96,170,10,19
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4669,4669,Agnes Macphail Public School,271,271,166,67,38,137,134,233,6,19
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=2083,2083,Albion Heights Junior Middle School,458,458,191,115,152,214,244,254,28,53
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5200,5200,Alexander Muir/Gladstone Ave Junior and Senior Public School,504,505,201,106,198,220,283,192,33,23
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4639,4639,Alexander Stirling Public School,336,336,174,89,73,168,168,158,2,13
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4316,4316,Alexmuir Junior Public School,328,328,191,137,,164,164,291,7,18
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5309,5309,Allenby Junior Public School,703,703,414,289,,348,355,190,22,52
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5358,5358,ALPHA Alternative Junior School,71,71,47,24,,40,29,18,0,1
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4805,4805,Alvin Curling Public School,516,516,268,164,84,257,259,399,11,23
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3015,3015,Amesbury Middle School,288,288,,,,150,138,140,6,14
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3010,3010,Ancaster Public School,107,107,74,,,54,53,63,3,5
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5202,5202,Annette Street Junior and Senior Public School,489,489,215,140,134,234,250,85,6,6
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4318,4318,Anson Park Public School,260,260,99,87,74,131,129,174,9,27
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4320,4320,Anson S Taylor Junior Public School,215,215,139,76,,87,128,182,7,26
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3092,3092,Arbor Glen Public School,234,234,179,,,143,91,201,18,42
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3018,3018,Armour Heights Public School,198,198,108,77,,91,107,58,11,21
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3017,3017,Avondale Elementary Alternative School,130,130,62,45,23,76,54,58,0,6
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3134,3134,Avondale Public School,770,770,466,197,107,358,412,600,159,186
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=6101,6101,Bala Avenue Community School,186,186,141,,,89,97,62,3,12
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5203,5203,Balmy Beach Community School,400,400,248,152,,191,209,46,7,21
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4321,4321,Banting and Best Public School,350,350,184,95,71,168,180,303,16,30
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3026,3026,Baycrest Public School,220,220,140,47,33,107,113,124,14,16
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3025,3025,Bayview Middle School,408,408,,,,192,216,314,44,53
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5315,5315,Beaches Alternative Junior School,69,69,43,26,,34,34,10,0,3
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=2049,2049,Beaumonde Heights Junior Middle School,483,483,231,160,92,234,248,299,30,36
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5204,5204,Bedford Park Public School,685,685,291,224,170,351,334,204,26,35
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4324,4324,Bellmere Junior Public School,383,383,216,167,,186,197,310,29,57
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4803,4803,Ben Heppner Vocal Music Academy,0,0,,,,0,0,0,0,0
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4330,4330,Bendale Junior Public School,356,356,234,122,,172,184,288,25,72
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=1409,1409,Bennington Heights Elementary School,147,147,90,57,,65,82,75,14,35
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4332,4332,Berner Trail Junior Public School,281,281,168,113,,141,140,174,7,27
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=1412,1412,Bessborough Drive Elementary and Middle School,488,488,158,127,203,210,278,98,10,19
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3211,3211,Beverley Heights Middle School,410,410,,,,208,202,203,12,48
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5313,5313,Beverley School,79,79,30,33,16,38,41,14,0,3
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4334,4334,Beverly Glen Junior Public School,361,361,253,108,,166,195,252,12,21
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4342,4342,Birch Cliff Heights Public School,305,306,132,127,47,131,175,156,13,12
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4336,4336,Birch Cliff Public School,436,436,237,128,71,221,215,86,3,7
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3028,3028,Blacksmith Public School,178,178,129,,,89,89,93,5,26
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5287,5287,Blake Street Junior Public School,354,354,241,113,,201,150,98,5,7
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4348,4348,Blantyre Public School,330,330,186,102,42,144,185,52,10,4
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3030,3030,Blaydon Public School,176,176,135,,,93,83,95,5,15
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4350,4350,Bliss Carman Senior Public School,308,308,,,,153,154,208,13,36
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=2020,2020,Bloordale Middle School,344,344,,,,146,198,194,11,18
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=2024,2024,Bloorlea Middle School,358,358,,,,180,178,222,17,15
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5297,5297,Blythwood Junior Public School,345,345,215,130,,166,179,128,17,20
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5300,5300,Bowmore Road Junior and Senior Public School,979,979,356,278,345,453,517,173,4,19
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=2909,2909,Boys Leadership Academy,0,0,,,,0,0,0,0,0
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=2061,2061,Braeburn Junior School,164,164,130,,,71,93,90,3,10
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3034,3034,Brian Public School,305,305,233,,,152,153,194,9,22
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=2032,2032,Briarcrest Junior School,191,191,117,,,94,97,99,2,7
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4354,4354,Bridlewood Junior Public School,227,227,132,95,,111,116,134,1,7
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4355,4355,Brimwood Boulevard Junior Public School,329,329,196,133,,168,161,242,15,11
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=2027,2027,Broadacres Junior School,377,377,221,,,175,202,216,9,28
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3038,3038,Broadlands Public School,358,358,,,,192,166,177,0,6
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5207,5207,Brock Public School,321,321,148,59,114,145,174,112,3,9
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3046,3046,Brookhaven Public School,301,301,233,,,145,156,123,12,27
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4356,4356,Brookmill Boulevard Junior Public School,253,253,191,62,,123,130,214,8,17
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4801,4801,Brookside Public School,635,635,277,198,160,324,311,551,16,21
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3180,3180,Brookview Middle School,444,444,,,,240,203,194,18,29
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5208,5208,Brown Junior Public School,449,450,266,184,,226,224,198,32,32
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5303,5303,Bruce Public School,295,295,186,,,138,157,81,12,5
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4360,4360,Buchanan Public School,307,307,114,103,90,141,165,199,11,32
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4364,4364,Burrows Hall Junior Public School,249,249,182,67,,127,122,184,25,35
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4366,4366,C D Farquharson Junior Public School,341,341,217,124,,170,171,280,10,28
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=6216,6216,C R Marchant Middle School,379,379,,,,186,191,146,11,24
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3054,3054,Calico Public School,233,233,171,,,110,122,108,9,32
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3058,3058,Cameron Public School,289,289,218,,,145,144,200,43,38
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5209,5209,Carleton Village Junior and Senior Sports & Wellness Academy,439,440,252,112,76,221,219,174,8,13
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3063,3063,Cassandra Public School,251,251,159,,,116,135,112,7,22
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=2910,2910,Castlebar Junior School,224,224,173,,,101,123,92,10,9
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4376,4376,Cedar Drive Junior Public School,607,607,365,242,,272,335,443,48,75
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4378,4378,Cedarbrook Public School,391,391,105,160,126,211,180,278,4,21
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=6207,6207,Cedarvale Community School,323,323,133,95,95,150,173,77,13,15
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4384,4384,Centennial Road Junior Public School,254,254,157,97,,130,124,109,1,13
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3066,3066,Chalkfarm Public School,184,184,148,,,90,94,71,5,38
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=6110,6110,Charles E Webster Public School,353,353,154,123,76,167,186,153,12,38
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5251,5251,Charles G Fraser Junior Public School,211,211,137,74,,100,110,107,8,3
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4385,4385,Charles Gordon Senior Public School,297,297,,,,160,137,223,6,23
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3070,3070,Charles H Best Junior Middle School,402,402,,,,184,216,245,30,38
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4386,4386,Charlottetown Junior Public School,409,409,237,172,,199,210,124,5,6
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4388,4388,Chartland Junior Public School,170,170,129,41,,80,90,138,4,10
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3273,3273,Cherokee Public School,130,130,96,,,59,71,97,16,14
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=1118,1118,Chester Elementary School,467,467,307,,,220,246,209,12,37
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4389,4389,Chester Le Junior Public School,170,170,96,74,,90,80,109,9,19
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4722,4722,Chief Dan George Public School,295,295,123,124,48,146,149,109,10,28
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4390,4390,Chine Drive Public School,140,140,72,41,27,55,84,38,3,2
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5210,5210,Church Street Junior Public School,389,394,300,94,,199,194,265,77,68
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4396,4396,Churchill Heights Public School,403,403,200,125,78,186,217,332,14,30
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3074,3074,Churchill Public School,430,430,303,,,206,224,307,48,63
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5201,5201,City View Alternative Senior School,48,48,,,,28,17,8,0,2
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=2067,2067,Claireville Junior School,159,159,118,,,71,88,81,5,8
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4402,4402,Clairlea Public School,553,553,281,177,95,279,274,274,13,29
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3241,3241,Claude Watson School for the Arts,281,281,,,,138,143,213,1,5
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4408,4408,Cliffside Public School,160,160,60,59,41,86,74,76,4,15
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3188,3188,Cliffwood Public School,331,331,233,,,149,182,254,8,24
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5211,5211,Clinton Street Junior Public School,351,351,152,199,,164,185,77,4,4
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=6113,6113,Cordella Junior Public School,142,142,64,,,66,76,76,9,8
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4414,4414,Cornell Junior Public School,675,675,420,255,,339,336,543,24,45
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4420,4420,Corvette Junior Public School,532,532,312,220,,260,272,304,21,52
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=1521,1521,Cosburn Middle School,601,601,,,,299,301,245,5,10
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5213,5213,Cottingham Junior Public School,156,156,99,57,,74,82,22,5,10
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4426,4426,Courcelette Public School,274,274,125,86,63,144,130,54,4,2
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=1122,1122,Crescent Town Elementary School,437,437,354,,,227,209,385,40,91
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3080,3080,Cresthaven Public School,185,185,117,,,93,92,105,15,14
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3081,3081,Crestview Public School,435,435,349,,,207,228,367,74,118
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3210,3210,Cummer Valley Middle School,389,389,,,,175,213,320,56,66
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=1548,1548,D A Morrison Middle School,459,459,,,,251,207,155,9,17
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5905,5905,da Vinci School,83,83,55,28,,45,37,26,1,2
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3085,3085,Dallington Public School,474,474,331,,,234,240,331,33,67
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4432,4432,Danforth Gardens Public School,558,558,267,165,126,291,267,359,37,43
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=2078,2078,David Hornell Junior School,191,191,147,,,92,99,91,6,19
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4431,4431,David Lewis Public School,432,432,205,119,108,212,220,349,6,20
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5215,5215,Davisville Junior Public School,510,510,379,131,,263,246,308,66,93
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3090,3090,Daystrom Public School,396,396,278,,,200,195,201,25,35
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5216,5216,Deer Park Junior and Senior Public School,569,569,232,107,230,292,277,277,52,64
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5331,5331,Delta Alternative Senior School,56,56,,,,25,31,4,0,0
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3173,3173,Denlow Public School,319,319,158,,,158,161,207,19,34
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=6122,6122,Dennis Avenue Community School,97,97,60,,,50,47,55,6,7
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3091,3091,Derrydown Public School,345,345,229,,,165,180,197,22,23
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5217,5217,Dewson Street Junior Public School,377,377,245,132,,189,188,113,11,13
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=1154,1154,Diefenbaker Elementary School,339,339,236,,,156,183,144,3,6
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=2035,2035,Dixon Grove Junior Middle School,680,680,114,213,353,297,383,413,68,71
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3095,3095,Don Mills Middle School,363,363,,,,192,171,217,12,34
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3314,3314,Don Valley Middle School,344,344,,,,170,173,251,11,29
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3096,3096,Donview Middle Health and Wellness Academy,306,306,,,,130,176,180,31,30
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4438,4438,Donwood Park Public School,717,717,353,211,153,354,363,605,25,89
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4444,4444,Dorset Park Public School,247,247,136,70,41,118,129,172,16,34
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5218,5218,Dovercourt Public School,405,405,148,94,163,170,234,134,10,10
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3094,3094,Downsview Public School,219,219,154,,,95,123,139,18,30
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5365,5365,Downtown Alternative School,108,111,76,35,,56,54,23,0,4
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5906,5906,Downtown Vocal Music Academy of Toronto,33,33,,,,21,12,8,0,1
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4446,4446,Dr Marion Hilliard Senior Public School,269,269,,,,144,125,176,12,16
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5267,5267,Dr Rita Cox – Kina Minogok Public School,751,751,320,262,169,353,396,416,35,51
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3100,3100,Driftwood Public School,324,324,215,,,153,171,109,6,10
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3102,3102,Dublin Heights Elementary and Middle School,702,702,267,223,212,329,373,412,41,85
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5220,5220,Duke of Connaught Junior and Senior Public School,736,736,243,233,260,329,400,150,5,8
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5241,5241,Dundas Junior Public School,448,448,293,,,207,241,134,6,19
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3104,3104,Dunlace Public School,251,251,174,,,110,141,163,28,18
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5304,5304,Earl Beatty Junior and Senior Public School,459,459,296,128,35,226,231,80,6,14
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5222,5222,Earl Grey Senior Public School,441,442,,,,199,238,120,4,7
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5302,5302,Earl Haig Public School,636,637,373,192,72,321,311,149,9,5
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5290,5290,East Alternative School of Toronto,52,52,,,,30,21,7,0,0
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4450,4450,Eastview Public School,261,261,144,73,44,118,143,91,0,19
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=2023,2023,Eatonville Junior School,235,235,150,,,116,119,124,11,32
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4456,4456,Edgewood Public School,204,204,112,53,39,99,104,101,21,10
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5224,5224,Eglinton Junior Public School,476,476,333,,,225,251,312,66,92
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3212,3212,Elia Middle School,359,359,,,,182,177,203,22,25
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4462,4462,Elizabeth Simcoe Junior Public School,263,263,126,137,,114,149,81,6,6
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3110,3110,Elkhorn Public School,342,342,245,,,158,184,256,34,53
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4468,4468,Ellesmere-Statton Public School,618,618,273,149,196,296,322,412,26,67
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=2066,2066,Elmbank Junior Middle Academy,299,299,97,133,69,141,158,146,10,17
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=2042,2042,Elmlea Junior School,324,324,233,,,160,164,136,4,22
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4641,4641,Emily Carr Public School,236,236,95,73,68,119,117,119,4,5
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5903,5903,Equinox Holistic Alternative School,184,184,99,58,27,85,92,27,0,5
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3111,3111,Ernest Public School,197,197,125,,,97,100,158,28,25
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5225,5225,Essex Junior and Senior Public School,311,311,144,62,105,132,179,87,8,14
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=6128,6128,F H Miller Junior Public School,127,127,97,30,,68,59,42,2,3
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=6164,6164,Fairbank Memorial Community School,158,158,121,,,86,72,67,5,26
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=6225,6225,Fairbank Public School,304,304,109,76,119,137,165,139,25,27
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4474,4474,Fairglen Junior Public School,291,291,107,184,,134,157,235,7,31
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4480,4480,Fairmount Public School,329,329,149,109,71,148,181,98,6,10
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3118,3118,Faywood Arts-Based Curriculum School,508,508,234,184,90,219,288,224,24,27
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3120,3120,Fenside Public School,215,215,173,,,99,116,107,24,25
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5226,5226,Fern Avenue Junior and Senior Public School,666,666,268,178,220,306,358,114,5,10
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3122,3122,Finch Public School,304,304,242,,,153,151,242,52,62
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3168,3168,Firgrove Public School,341,341,218,,,165,176,192,14,13
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3316,3316,Fisherville Senior Public School,178,178,,,,82,96,150,31,41
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4643,4643,Fleming Public School,285,285,152,81,52,152,133,141,4,19
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3126,3126,Flemington Public School,186,186,130,,,88,98,62,3,11
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5337,5337,Forest Hill Junior and Senior Public School,731,731,144,259,328,337,393,362,36,82
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3127,3127,Forest Manor Public School,749,750,578,,,365,385,655,196,228
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5227,5227,Frankland Community School,324,324,186,138,,151,173,95,7,10
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=1999,1999,Fraser Mustard Early Learning Academy,511,511,,,,238,273,489,71,75
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4486,4486,Galloway Road Public School,224,224,92,91,41,117,107,95,18,18
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5231,5231,Garden Avenue Junior Public School,228,228,152,76,,94,134,29,5,6
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3129,3129,Gateway Public School,857,858,529,329,,421,436,659,98,128
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4492,4492,General Brock Public School,444,444,230,145,69,200,243,279,29,54
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4498,4498,General Crerar Public School,335,335,142,115,78,165,170,178,10,11
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5277,5277,General Mercer Junior Public School,193,193,127,66,,75,117,67,3,18
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3130,3130,George Anderson Public School,143,143,74,,,69,74,105,4,4
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4504,4504,George B Little Public School,328,328,148,119,61,158,169,186,18,47
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4510,4510,George P Mackie Junior Public School,165,165,105,60,,70,95,88,5,19
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4516,4516,George Peck Public School,219,219,107,58,54,98,121,145,6,11
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=2079,2079,George R Gauld Junior School,220,220,174,,,107,113,92,12,10
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=6137,6137,George Syme Community School,405,405,224,,,212,193,203,10,20
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=1130,1130,George Webster Elementary School,724,724,259,261,204,326,397,483,54,94
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5229,5229,Givins/Shaw Junior Public School,238,238,147,91,,116,122,65,3,2
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4520,4520,Glamorgan Junior Public School,489,489,287,202,,263,226,371,57,48
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5228,5228,Gledhill Junior Public School,399,399,301,,,187,212,106,4,14
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5293,5293,Glen Ames Senior Public School,416,416,,,,204,207,54,3,11
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3138,3138,Glen Park Public School,430,430,238,192,,202,228,216,21,18
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4522,4522,Glen Ravine Junior Public School,287,292,179,113,,145,147,214,9,35
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=5298,5298,Glenview Senior Public School,647,647,,,,325,322,193,10,23
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4528,4528,Golf Road Junior Public School,267,267,167,100,,138,129,189,7,25
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=1572,1572,Gordon A Brown Middle School,359,359,,,,174,185,155,6,13
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3144,3144,Gosford Public School,213,213,156,,,95,118,95,3,11
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3145,3145,Gracedale Public School,564,564,397,,,292,272,435,30,62
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3146,3146,Gracefield Public School,156,156,129,,,83,73,82,6,8
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=2065,2065,Greenholme Junior Middle School,316,316,104,150,62,163,153,172,6,9
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3150,3150,Greenland Public School,136,136,92,,,73,63,82,2,15
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3152,3152,Grenoble Public School,852,852,509,343,,423,429,786,111,128
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4536,4536,Grey Owl Junior Public School,243,243,145,98,,119,124,115,5,27
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4540,4540,Guildwood Junior Public School,145,145,84,61,,74,71,55,5,5
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3154,3154,Gulfstream Public School,515,515,242,151,122,261,254,269,19,40
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4546,4546,H A Halbert Junior Public School,246,246,163,83,,108,138,125,5,16
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=6143,6143,H J Alexander Community School,485,485,347,,,235,250,199,28,41
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3162,3162,Harrison Public School,91,91,69,,,40,51,64,7,15
https://www.tdsb.on.ca/FindYour/Schools.aspx?schno=6140,6140,Harwood Public School,190,190,97,55,38,108,82,94,4,11
